id,title,genres,original_language,overview,popularity,production_companies,release_date,budget,revenue,runtime,status,tagline,vote_average,vote_count,credits,keywords,poster_path,backdrop_path,recommendations
882569,Guy Ritchie's The Covenant,War-Action-Thriller,en,During the war in Afghanistan a local interpreter risks his own life to carry an injured sergeant across miles of grueling terrain.,794.125,STX Films-Toff Guy Films,2023-04-19,55000000.0,20000000.0,123.0,Released,A bond. A pledge. A commitment.,7.662,657.0,Jake Gyllenhaal-Dar Salim-Antony Starr-Alexander Ludwig-Jonny Lee Miller-Emily Beecham-Jason Wong-Bobby Schofield-Sina Parvaneh-Sean Sagar-James Nelson-Joyce-Reza Diako-Abbas Fasaei-Swen Temmel-Rhys Yates-Ash Goldeh-Marcel Zadé-Christian Ochoa-Hadi Khanjanpour-Gary Anthony Stennette-Fariba Sheikhan-Damon Zolfaghari-Javier Ramos-Kawa Mawlayee-Altamasch Noor-Javid Hakim-Mo Ahmadi-Cyrus Khodaveisi-Paeman Arianfar-Shoaib Lodin,ambush-interpreter-afghanistan-afghanistan war (2001- )-rescue-war,/kVG8zFFYrpyYLoHChuEeOGAd6Ru.jpg,/vnPTLSBk95XKdahOaMkTlAck5Rc.jpg,840326-1037644-713704-385687-121342-552688-605886-603692-747355-758323-502356-1121116-842675-964980-876969-654374-868985-493529-649609-447365-620705
799155,Attack,Action-Science Fiction-Thriller,hi,With the Parliament under siege India’s first super soldier Arjun Shergill is tasked to get hold of the terrorists in the nick of time save the Prime Minister from their clutches and stop a dirty bomb from exploding and destroying Delhi. Will Arjun succeed in his mission?,773.348,JA Entertainment-Pen Studios-Ajay Kapoor Productions,2022-04-01,0.0,0.0,123.0,Released,,7.398,89.0,John Abraham-Serena Walia-Rakul Preet Singh-Prakash Raj-Ratna Pathak Shah-Elham Ehsas-Jacqueline Fernandez-Kiran Kumar-Rajit Kapoor-Jaimini Pathak-Mehroos Mir-Shahnawaz Bhatt-Babrak Akbari-Ranjit Punia-Habib Al Aidroos-Nimish Desai-Mohd Talib,parliament-super soldier-soldier-indian army,/5jGKbYuZtdxSNOocI6ZziQeiY4n.jpg,/ba9TgAO4I8RyA2LljzR3MspHaM9.jpg,85985-441909-657997-816586-801526-607145-678835
299054,Expend4bles,Action-Adventure-Thriller,en,Armed with every weapon they can get their hands on and the skills to use them The Expendables are the world’s last line of defense and the team that gets called when all other options are off the table. But new team members with new styles and tactics are going to give “new blood” a whole new meaning.,750.624,Millennium Media-Campbell Grobman Films-Lionsgate,2023-09-15,100000000.0,58000000.0,103.0,Released,They'll die when they're dead.,6.431,815.0,"Sylvester Stallone-Jason Statham-50 Cent-Megan Fox-Dolph Lundgren-Iko Uwais-Andy García-Tony Jaa-Randy Couture-Jacob Scipio-Levy Tran-Lucy Newman-Williams-Daren Nop-Kenny ""Cowboy"" Bartram-Cody Mackie-Cokey Falkow-Eddie Hall-Dan Chupong-Karim Saidi-Samuel Black-Adam Masto-Sheila Shah-Nicole Andrews-Oat Jenner-Susanne Potrock-Mike Möller-Alexander Hristozov-Antoni Davidov-David Nop-Igor Pečenjev-Stefan Ivanov-Vladimir Mihailov-Martin Ghiaurov-Tjaša Perko-Stefan Bahrun-Assen Karanikolov-Caroline Wilde-Jason Lines",sequel-nuclear bomb-cargo ship-ring,/iwsMu0ehRPbtaSxqiaUDQB9qMWT.jpg,/wl4NWiZwpzZH67HiDgpDImLyds9.jpg,42333-951491-42332-507089-1039690-926393-13723-939335-554600-190532-1157049-893723-1034062-575264-807172-1173558-565770-980489-678512-762430-862552
892070,Padre no hay más que uno 3,Comedy-Family,es,Christmas is coming. The children accidentally break a Nativity scene figurine from their father's collection and must by all means get an equal one the problem is that it is a unique antique piece. Sara the eldest daughter breaks up with her boyfriend Ocho who will try to recover her favors with the help of her father-in-law Javier. Precisely Javier's father-in-law Marisa's father will be welcomed into the family home to spend the holidays after her recent separation which will not leave Javier's mother Milagros indifferent. Rocío the folklore of the family who has been playing the Virgin for several Christmases is relegated this year to playing the shepherdess something that her father Javier is not willing to assume.,749.721,Atresmedia-Bowfinger,2022-07-15,0.0,0.0,0.0,Released,,8.5,2.0,Santiago Segura-Toni Acosta-Martina D’Antiochia-Calma Segura-Luna Fulgencio-Carlos G. Morollón-Sirena Segura-Loles León-Leo Harlem-Silvia Abril-El Cejas-Carlos Iglesias,,/rmFURMXlphmrGr8gItXkuHqg43G.jpg,/znUdSyO9ZUopUfmr6DH5YT5D5Cs.jpg,
770509,The Nights Belong to Monsters,Fantasy-Drama,es,Sol a 17-year-old teenager moves with her mother to the Gonzalo's home the actual mother's boyfriend. In this town where from the beginning Sol only finds hostility she must face bullying from her schoolmates and Gonzalo's harassment. While wandering the streets trying to find a way out Sol meet a mysterious and magical female dog with whom she establish a symbiotic relationship. It be this dog the one that violently and surprisingly always appear to defend Sol until the last consequences.,742.199,Rispo Films-Tieless Media,2021-10-09,0.0,0.0,96.0,Released,,2.0,1.0,Lu Grasso-Esteban Lamothe-Jazmín Stuart-Gustavo Garzón-Agustin Daulte-Macarena Suárez Dagliano-Majo Chicar-Laura Grandinetti-Nico García-Ignacio Quesada,,/cYNfI1WHxMm0JhCXEX9qUUOv8C3.jpg,,
614930,Teenage Mutant Ninja Turtles: Mutant Mayhem,Animation-Comedy-Action,en,After years of being sheltered from the human world the Turtle brothers set out to win the hearts of New Yorkers and be accepted as normal teenagers through heroic acts. Their new friend April O'Neil helps them take on a mysterious crime syndicate but they soon get in over their heads when an army of mutants is unleashed upon them.,729.356,Paramount-Nickelodeon Movies-Point Grey Pictures-Mikros Animation-Cinesite Animation,2023-07-31,70000000.0,161000000.0,100.0,Released,Heroes aren't born. They're mutated.,7.248,435.0,Micah Abbey-Shamon Brown Jr.-Nicolas Cantu-Brady Noon-Ayo Edebiri-Maya Rudolph-John Cena-Seth Rogen-Rose Byrne-Natasia Demetriou-Giancarlo Esposito-Jackie Chan-Ice Cube-Paul Rudd-Post Malone-Hannibal Buress-Jimmy Donaldson-Derek Wilson-Lukas Williams-Michael Badalucco-Dempsey Pappion-John Capodice-Andia Winslow-Raechel Wong-David Faustino-Danny Mastrogiorgio-Noel Gibson-Myra Owyang-Kevin Eastman-Alex Hirsch-Mike Rianda-Bobby Wagner-Greg Levitan-Illya Quinteros-Natalie Canizares-Kyler Spears-Jeff Rowe,new york city-sibling relationship-skateboarding-crime fighter-turtle-superhero-ninja-duringcreditsstinger-teenage mutant ninja turtles-aspiring journalist-anthropomorphic animal,/ueO9MYIOHO7M1PiMUeX74uf8fB9.jpg,/w2nFc2Rsm93PDkvjY4LTn17ePO0.jpg,565770-1008042-616747-615656-980489-346698-656968-1072371-406427-1003581-1110358-604031-872585-783675-724209-864168-10438-438348-985617-324857-1061181
843794,JUNG_E,Science Fiction-Action-Adventure,ko,On an uninhabitable 22nd-century Earth the outcome of a civil war hinges on cloning the brain of an elite soldier to create a robot mercenary.,711.941,Climax Studios,2023-01-20,0.0,0.0,98.0,Released,AI Combat Warrior Will be Unleashed.,6.301,370.0,Kang Soo-youn-Kim Hyun-joo-Ryu Kyung-soo-Uhm Ji-won-Lee Dong-hee-Han Woo-yeol-Lee Ga-kyung-Shin Min-jae-Kim Sun-hyuk-Lee Hyun-kyun-Park So-yi-Lee Seung-chan-Kim Tae-joon-Do Yong-gu-Hong Seok-bin-Jun Jung-il-Son Young-soon-Cha Young-ju-Cha Hee-Park So-eul,artificial intelligence-clone-future-mercenary-dystopia-robot-22nd century-war,/z2nfRxZCGFgAnVhb9pZO87TyTX5.jpg,/afsYFdid9pnnRd6tTrHFUbHgXJn.jpg,1035806-542196-1013870-842544-536554-996727-653851-758009-505642-846433-947938-955991-877703-267805-646389-315162-615777-996525-511617-39456-619930
840326,Sisu,Action-War,fi,Deep in the wilderness of Lapland Aatami Korpi is searching for gold but after he stumbles upon Nazi patrol a breathtaking and gold-hungry chase through the destroyed and mined Lapland wilderness begins.,700.136,Subzero Film Entertainment-Good Chaos-Stage 6 Films,2023-01-27,6200000.0,10568631.0,91.0,Released,Vengeance is golden.,7.428,858.0,Jorma Tommila-Aksel Hennie-Jack Doolan-Mimosa Willamo-Onni Tommila-Tatu Sinisalo-Arttu Kapulainen-Elina Saarela-Ilkka Koivula-Max Ovaska-Joel Hirvonen-Pekka Huotari-Severi Saarinen-Aamu Milonoff-Vincent Willestrand-Wilhelm Enckell-Joonas Brilli-Nicholas Francett-Kevin Francett-Eemeli Franssi-Jussi Kaila-Jarkko Klemetti-Henri Koljonen-Pekka Laakso-Martti Näätä Leinonen-Joosua Oja-Pietari Paappanen-Oskari Skyttä-Tomi Lampinen-Mila Leppälä-Jasmi Mäenpää-Nora Nevia-Jenna Tyni-Anssi-Pekka Fredriksson-Jarmo Hietamäki-Wellu Mikkonen-Akseli Hakovirta-Juho-Lauri Hakovirta-Iisko Hirvasvuopio-Sakari Maliniemi-Jukka Vuorela-Ari Joki-Nikita Makkojev-Jasmin Valjas-Linnea Vilppunen-Hannu Anttila-Mario Esposito-Tarmo Hassinen-Miia Heikkinen-Kimmo Henriksson-Arto Kairajärvi-Risto Korhonen-Mirva Korvala-Steven Madlin-Julia Malmsten-Annika Moisio-Kari Parkkinen-Tommi Pelkonen-Arto Peltomäki-Leena Sormunen-Pekka Virkkunen-Jukka Virtanen-Tinwelindon Belbog,world war ii-nordic mythology-lapland-finnish mythology,/ygO9lowFMXWymATCrhoQXd6gCEh.jpg,/94TIUEhuwv8PhdIADEvSuwPljS5.jpg,31806-1053651-552688-222724-882569-1048300-605886-713704-1094319-502356-603692-431572-17169-265712-916224-447365-640146-385687-778-758323-296271
603692,John Wick: Chapter 4,Action-Thriller-Crime,en,With the price on his head ever increasing John Wick uncovers a path to defeating The High Table. But before he can earn his freedom Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.,659.169,Thunder Road-87Eleven-Summit Entertainment-Studio Babelsberg,2023-03-22,90000000.0,426978565.0,170.0,Released,"No way back, one way out.",7.827,4159.0,Keanu Reeves-Donnie Yen-Bill Skarsgård-Ian McShane-Laurence Fishburne-Lance Reddick-Clancy Brown-Hiroyuki Sanada-Rina Sawayama-Scott Adkins-Aimée Kwan-Marko Zaror-Natalia Tena-Shamier Anderson-George Georgiou-Yoshinori Tashiro-Hiroki Sumi-Daiki Suzuki-Julia Asuka Riedl-Milena Rendón-Ivy Quainoo-Irina Trifanov-Iryna Fedorova-Andrej Kaminsky-Sven Marquardt-Raicho Vasilev-Marie Pierra Kakoma-Gina Aponte-Christoph Hofmann,new york city-martial arts-hitman-sequel-organized crime-osaka japan-aftercreditsstinger-hunted-professional assassin-neo-noir-berlin,/vZloFAK7NmvMGKE7VkF5UHaz0I.jpg,/fgw4rFs4XMWdJTWp1eMacHKQqbZ.jpg,1098239-802401-385687-19603-24791-502356-781009-525644-569094-384093-203579-1103694-649336-1076605-697843-12354-325358-347196-594767-493529-840326
862553,Bar Fight,Comedy,en,Nina and Allen split everything in their lives 50/50 after their break-up to avoid any drama—everything that is except for their favorite local bar. Nina and Allen must compete in a ridiculous tavern-style custody battle for their prized watering hole in which lines will be drawn sides will be chosen and beers will be drunken.,626.541,,2022-11-11,0.0,0.0,84.0,Released,Time to settle the score one drink at a time.,7.3,18.0,Melissa Fumero-Luka Jones-Rachel Bloom-Julian Gant-Dot-Marie Jones-Vik Sahay,,/wz3LJM9tVUgatlS1WhedZRju1ON.jpg,/rWlCGbcr8fCB7RAlHlZgoNNgpuP.jpg,1048300-1037391
920143,The Trip 6,Comedy,es,The last year High School excursion is the walk where anything can happen but the last year High School excursion with the parents that is the last straw. And since Álvaro Castaño knows that security is better than the police he decides to travel with his family to watch over his daughter Sarita however his mother-in-law Raquel is not willing to allow it and also embarks in the plan . On the paradisiacal beaches of San Andrés Álvaro Castaño will become Sara's nightmare and the sensation for the excursion while his sexy mother-in-law of him will be the one to steal the show. El Paseo 6 the last yeat High School excursion because the luck of the grandmother the High School girls wish it.,610.333,Caracol Televisión-Dago García Producciones,2021-12-25,0.0,0.0,97.0,Released,The excursion of 11,7.0,44.0,Amparo Grisales-Cecilia Navia-Jhon Álex Toro-Michell Orozco-Cristián David Duque-Andrés de la Mora-Rafaella Chávez-Armando Ortíz,mother-in-law-grandmother-excursion-comedy-paradise beaches,/5vSFW0rxMDZg8j5cr0JICBDSrGM.jpg,/svVppV4UOQw1fVi1Dt6z7n2UlyG.jpg,587792-287636-470614
713704,Evil Dead Rise,Thriller-Horror,en,A reunion between two estranged sisters gets cut short by the rise of flesh-possessing demons thrusting them into a primal battle for survival as they face the most nightmarish version of family imaginable.,596.615,New Line Cinema-Ghost House Pictures-Renaissance Pictures-Pacific Renaissance Pictures-Wild Atlantic Pictures,2023-04-12,15000000.0,141512122.0,96.0,Released,Mommy loves you to death.,7.038,1937.0,Lily Sullivan-Alyssa Sutherland-Morgan Davies-Gabrielle Echols-Nell Fisher-Anna-Maree Thomas-Mirabai Pease-Richard Crouchley-Jayden Daniels-Mark Mitchinson-Tai Wano-Billy Reynolds-McCarthy-Noah Paul-Melissa Xiao-Bruce Campbell,sibling relationship-earthquake-pregnancy-sequel-gore-los angeles california-demon-evil-necronomicon-reboot-demonic possession-motherhood-sisterhood-sister sister relationship-body horror-apartment,/mIBCtPvKZQlxubxKMeViO2UrP3q.jpg,/7bWxAsNPv9CXHOhZbJVlj2KxgfP.jpg,758323-726239-502356-552688-640146-1014747-1008005-296271-868985-916224-447365-649609-868759-628030-385687-934433-168626-603692-493529-882569-1037644
646683,The Exorcism,Horror-Thriller,en,A troubled actor begins to unravel while shooting a supernatural horror film leading his estranged daughter to wonder if he's slipping back into his past addictions or if there's something more sinister at play.,583.976,Miramax-Outerbanks Entertainment,2024-05-30,22000000.0,6354317.0,96.0,Released,They were making a cursed movie. They were warned not to. They should have listened.,4.568,110.0,Russell Crowe-Ryan Simpkins-Sam Worthington-Chloe Bailey-Adam Goldberg-Adrian Pasdar-David Hyde Pierce-Tracey Bonner-Marcenae Lynette-Joshua John Miller-Hallie Samuels-Samantha Mathis-Anna Maria Reyer-Jayden Fontaine-Zach Padlo-Josh Warren-Hannah Black-Joya Joseph-Scott Rapp-Jobie James-Robert Fortunato-Drew Broderick-Chris TC Edge-Chandler Lane-William Hutchings,exorcism-survival horror-broken family-psychological horror-amused,/v4PgVcOne2sumkyOK8O7BKB9PWX.jpg,/8fNBsXpgMvqk75SPsZzTmIqSRxY.jpg,43333-10205-456699-1125978-958006-13852-913001-16808-704673-964592-1308757-1174618-956842-56288-533535-243684-1048241-882059-573435-839369
941520,Alien Sniperess,Action-Science Fiction-Fantasy,en,A female sniper on military leave promises to fulfill her fiancé’s dying wish until she encounters a hostile alien invasion and is tasked with saving countless lives.,581.299,Paradox Universe-Green Apple Productions,2022-04-08,0.0,0.0,94.0,Released,One shot one kill for mankind.,3.9,13.0,Olivia Okoro-Sean Laguna-Douglas Savage-Bourke Floyd-Sean J. Dillingham-Mark Speno-Alaina Laethem-Camille Kerber-Dan Weisgerber,,/bI1ZDRkerXrcaFa5kWjEMw80aqE.jpg,/3RJ0B8JnwuOaQf6qmwTILXibcJj.jpg,
845885,Dark Blood,Crime-Drama,en,A father is imprisoned after committing a brutal revenge crime. During his confinement he must adapt to a new life of abuse including injury and humiliation by guards and other prisoners.,573.165,,2021-09-05,0.0,0.0,83.0,Released,,4.9,7.0,John Leguizamo-Adriana Barraza-Ramiro Meneses-Hernán Méndez-Álvaro Rodríguez-María Nela Sinisterra,,/v78bAY02eCUv7lkpEpOVlRkqZDJ.jpg,/cFQso7tbFEGhNeYrWdtQVdhPDNW.jpg,
965571,Patriots Time,Action-War,ru,The brothers Sultan and Bekzat Ibrayev are serving faithfully in the Armed Forces of Kazakhstan and at the same time they are in family disagreement. Sultan is a valiant intelligence officer and Bekzat is a talented fighter pilot. While an international terrorist organization prepares a carefully planned attack on the country's strategically important facilities the brothers have to face not only a mortal threat but also face a family confrontation related to their dead father. Circumstances force them to unite in order to save human lives and the brothers eventually understand that their homeland and family are the most valuable thing they have.,563.697,Kazakh Cinema-Kazakhstan Ministry of Culture-Atlas Entertainment,2022-04-28,0.0,0.0,101.0,Released,,8.339,31.0,Daniyar Alshinov-Sanurzhan Suleymenov-Dasten Shakirov-Sayat Isembayev-Bekzat Eleusizov-Zarina Khadzhimetova-Askar Ilyasov,,/yrafAmPQgr5RWEe67BrbHu7jiB.jpg,/xCt3Ha6hhHep5pwiW2FSenC59Gn.jpg,
852096,We Have a Ghost,Fantasy-Family-Comedy-Adventure,en,After Kevin finds a ghost named Ernest haunting his new home he becomes an overnight social media sensation. But when Kevin and Ernest go rogue to investigate the mystery of the latter's past they become targets of the CIA.,560.336,Temple Hill Entertainment,2023-02-24,0.0,0.0,127.0,Released,Set your spirit free.,6.587,208.0,David Harbour-Jahi Di'Allo Winston-Anthony Mackie-Erica Ash-Niles Fitch-Isabella Russo-Tig Notaro-Tom Bower-Sean Boyd-Nicholas X. Parsons-Steve Coulter-Scott A. Martin-Jennifer Coolidge-Peggy Walton-Walker-Sherri Eakin-Faith Ford-Yoshio Maki-Sarah Voigt-Jophielle Love-Merah Benoit-April McCullough-Gabriel Sky-Taylor Shurte-Sarah Durn-Ariel Yasmine-Bob the Drag Queen-Major Dodge Jr.,cia-haunted house-ghost-social media,/xo0fgAUoEeVQ7KsKeMWypyglvnf.jpg,/6VX3TrYBtnMOHp3v44lIWWnEp7N.jpg,937278-1077280-100088-82856-1063422-957752-631842-906221-1024627-869112-677179-418585-890541-768939-804150-939979-717980-740441-703451-931954-1075519
385687,Fast X,Action-Crime-Thriller,en,Over many missions and against impossible odds Dom Toretto and his family have outsmarted out-nerved and outdriven every foe in their path. Now they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge and who is determined to shatter this family and destroy everything—and everyone—that Dom loves forever.,554.411,Universal Pictures-Original Film-One Race-Perfect Storm Entertainment,2023-05-17,340000000.0,704709660.0,142.0,Released,The end of the road begins.,7.1,5161.0,Vin Diesel-Michelle Rodriguez-Tyrese Gibson-Ludacris-John Cena-Nathalie Emmanuel-Jordana Brewster-Sung Kang-Jason Momoa-Scott Eastwood-Daniela Melchior-Alan Ritchson-Helen Mirren-Brie Larson-Jason Statham-Charlize Theron-Rita Moreno-Joaquim de Almeida-Leo A. Perry-Luis Da Silva Jr.-Jaz Hutchins-Luka Hays-Alexander Capon-Pete Davidson-Shadrach Agozino-Ludmilla-Miraj Grbić-Meadow Walker Thornton-Allan-Michael Irby-Shahir Figueira-Ben-Hur Santos-Debby Ryan-Josh Dun-Dwayne Johnson-Gal Gadot-Paul Walker-Ali Baddou-Emily Buchan,sequel-revenge-betrayal-racing-family-cliffhanger-shocking-cars-foreboding-ominous-urgent,/fiVW06jE7z9YnO4trhaMEdclSiC.jpg,/4XM8DUTQb3lhLemJC51Jx4a2EuA.jpg,697843-603692-667538-447365-455476-298618-569094-502356-713704-346698-384018-926393-447277-939335-890771-299054-762430-1010581-882569-615656
587092,Unicorn Wars,Action-Animation-Comedy-Fantasy-Horror-War,es,An army of bear cubs train and indoctrinate young recruits for the war against the unicorns which threatens the safety of the cubs. Brothers Bluet and Tubby along with a group of inexperienced cadets are sent on a dangerous mission to save the Magic Forest where the unicorns live and start a terrible battle.,535.524,UniKo-Schmuby Productions-Autour de Minuit-Panique!-Abano Productions,2022-10-21,0.0,27833.0,92.0,Released,Bear witness,6.4,23.0,Jon Goiri-Jaione Insausti-Ramón Barea-Txema Regalado-Manu Heras-Gaizka Soria-Iker Diaz-Estívaliz Lizárraga-Pedro Arrieta-Alberto Vázquez-Rosa María Romay-Antón Palomar-Alberto Escobal García-Kepa Cueto-Juan Carlos Loriz-Eduardo Gorriño-Josu Varela-Álvaro Sánchez-Maribel Legarreta-Itxaso Quintana-Eba Ojanguren-Pilar Ferrero-Fátima Casado,gore-bear-unicorn-war-animation,/8KBj11zBaRdhoeq1q9jcAwKmDSk.jpg,/rbUPJoJJquPbX1AiV6GzOqcmJME.jpg,852046-601796
736526,Troll,Fantasy-Action-Adventure-Thriller,no,Deep inside the mountain of Dovre something gigantic awakens after being trapped for a thousand years. Destroying everything in its path the creature is fast approaching the capital of Norway. But how do you stop something you thought only existed in Norwegian folklore?,533.668,Motion Blur,2022-12-01,0.0,0.0,104.0,Released,Mountains will move.,6.736,1254.0,Ine Marie Wilmann-Kim S. Falck-Jørgensen-Mads Sjøgård Pettersen-Gard B. Eidsvold-Anneke von der Lippe-Dennis Storhøi-Karoline Viktoria Sletteng Garvang-Yusuf Toosh Ibra-Bjarne Hjelde-Ameli Olving Sælevik-Jon Ketil Johnsen-Duc Paul Mai-The-Ingrid Vollan-Trond Magnum-Pål Richard Lunderby-Pål Anders Nordvi-Eric Vorenholt-Hugo Mikal Skår-Veronica Sinclair-Gard Fartein Løkke Goli-Kohinoor Nordberg-Axel Barø Aasen-Kyrre Eikås Ottersen-Bob Heide-Stine Neerland Hartviksen-Paal Herman Ims-Kasper Antonsen-Espen Aukan-Paul Kirby-Laura Lee Dubois-Peter Dubois-Chiaki Nishijima-Ingvild Bryn-Tom Nilssen-Nicolai Robinot Bodd-Carmen Gloria Pérez-Jessica Lauren Taylor-Neil Howard-Christina Askeland-Billy Campbell,mountain-mythical creature-creature-norwegian folklore,/9z4jRr43JdtU66P0iy8h18OyLql.jpg,/53BC9F2tpZnsGno2cLhzvGprDYS.jpg,436270-76600-555604-873126-518896-724495-774752-1049233-751741-1024546-668461-45592-1028182-715931-1013860-899112-109953-661374-890980-889619-337426
676547,Prey for the Devil,Horror-Thriller,en,In response to a global rise in demonic possessions the Catholic Church reopens exorcism schools to train priests in the Rite of Exorcism. On this spiritual battlefield an unlikely warrior rises: a young nun Sister Ann. Thrust onto the spiritual frontline with fellow student Father Dante Sister Ann finds herself in a battle for the soul of a young girl and soon realizes the Devil has her right where he wants her.,527.65,Lionsgate-Gold Circle Films-Confluence Productions,2022-10-23,0.0,37655699.0,93.0,Released,It wants in.,7.209,544.0,Jacqueline Byers-Colin Salmon-Christian Navarro-Lisa Palfrey-Nicholas Ralph-Ben Cross-Virginia Madsen-Tom Forbes-Velizar Binev-Owen Davis-Debora Zhecheva-Cora Kirk-Posy Taylor-Elizabeth Gibson,nun-exorcism-catholic church-demonic possession,/iCvgemXf2Kpr2LvpDmt5J9NhjKM.jpg,/94kQGMiFbs5MUTlt7kj9dewsMDi.jpg,985335-899112-593643-1041513-1043565-800815-721187-882598-843932-740952-835325-941343-859912-943221-76600-1027197-6976-1035654-661374-222848-315162
718821,Twisters,Action-Adventure-Drama,en,As storm season intensifies the paths of former storm chaser Kate Carter and reckless social-media superstar Tyler Owens collide when terrifying phenomena never seen before are unleashed. The pair and their competing teams find themselves squarely in the paths of multiple storm systems converging over central Oklahoma in the fight of their lives.,523.435,Universal Pictures-Warner Bros. Pictures-Amblin Entertainment-Domain Entertainment,2024-07-10,155000000.0,274535650.0,123.0,Released,Chase. Ride. Survive.,7.145,320.0,Daisy Edgar-Jones-Glen Powell-Anthony Ramos-Brandon Perea-Maura Tierney-Harry Hadden-Paton-Sasha Lane-Daryl McCormack-Kiernan Shipka-Nik Dodani-David Corenswet-Tunde Adebimpe-Katy O'Brian-David Born-Paul Scheer-Laura Poe-Austin Bullock-Stephen Oyoung-Alex Kingi-Chris Adrien-Samantha Ireland-Aila Grey-Jeff Swearingen-James Paxton-Lily Smith-Randy Ballard-Ashley Moss-Mike Morgan-Emily Sutton-Julie Oliver-Touchstone-Austin Brooks-Darryl Cox-Douglas Seok-Ben Snow-Ashley Jay Sandberg-Clay Edward Jones-Victoria Angelina Cruz-Ben Scott-Elizabeth Ann Townsend-Capri O'Neill-Livia Chung-Chris Zurcher-Maxim Helmerich-Ken Pomeroy-James McAlister-Damien Lodes-Jennifer Rader-Shaun Maher-Tyler Kijac-Daniel Fortman,tornado-twister-natural disaster-oklahoma-storm chaser-disaster-storm-disaster movie-social media influencer-exhilarated-exuberant,/pjnD08FlMAIXsfOLKQbvmO0f0MD.jpg,/wsgni4E1UnBuvFouUUanSdniQi0.jpg,1226578-533535-956842-1023922-1263766-1001292-1129598-41059-1119527-1305928-162462-23736-280612-152266-1039482-1155058-14295-357894-1309770
838484,Choose or Die,Horror-Thriller-Science Fiction,en,In pursuit of an unclaimed $125000 prize a broke college dropout decides to play an obscure 1980s survival computer game. But the game curses her and she’s faced with dangerous choices and reality-warping challenges. After a series of unexpectedly terrifying moments she realizes she’s no longer playing for the money but for her life.,521.956,Stigma Films-Anton,2022-04-15,0.0,0.0,85.0,Released,Sometimes a curse can be a gift.,5.371,577.0,Iola Evans-Asa Butterfield-Robert Englund-Angela Griffin-Ryan Gage-Eddie Marsan-Kate Fleetwood-Joe Bolland-Ioanna Kimbook-Silvana Montoya-Kayleen Aires Fonseca-Caroline Loncq-Pete MacHale-Delroy Atkinson,video game-computer-prize-tech noir-quest-1980s-cursed,/jEYE5BPFd5FuPa1judcjpW6xqKp.jpg,/iSsSvXsCTfDSOY8wvJWms616w3I.jpg,414454-949423-416304-512025-517302-926980-819309-490448-800937-632727-840882-298096-485774-631843-646385-414419-881957-55680-882598-622654-864370
746036,The Fall Guy,Action-Comedy,en,Fresh off an almost career-ending accident stuntman Colt Seavers has to track down a missing movie star solve a conspiracy and try to win back the love of his life while still doing his day job.,512.661,87North Productions-Entertainment 360-Universal Pictures,2024-04-24,125000000.0,177843881.0,126.0,Released,Fall hard.,7.227,1606.0,Ryan Gosling-Emily Blunt-Aaron Taylor-Johnson-Hannah Waddingham-Teresa Palmer-Stephanie Hsu-Winston Duke-Ben Knight-Matuse Paz-Adam Dunn-Zara Michales-Ioane Sa'ula-Gregory J. Fryer-Madeleine Wilson-Kalkidan China-Angela Nica Sullen-Di Smith-Megan O'Connell-Jack Doherty-Tony Lynch-Georgia Nottage-David Collins-Semu Filipo-Andrew Owen-Dan Reardon-Marky Lee Campbell-Chris Matheson-Nathan Langworthy-Tim Franklin-Scott Johnson-Beth Champion-Emily Havea-Lawrence Ola-Cassandra Sorrell-Ben Gerrard-Diego Retamales-Simon McLachlan-Alex Lee-Andrew Ryan-Lee Majors-Heather Thomas-Jason Momoa-Daniel Nelson-Charlotte Wood-Madeleine Jones-Theodore Avery-Nova Onas-Nathan Bates-Shakriya Tarinyawat-Luisa Mariano-Tahlia Crinis-Martin Cohen-Georgia Willett-Yoji Tatsuta,stuntman-missing person-duringcreditsstinger-movie industry-action comedy-based on tv series-factual-amused-joyful,/tSz1qsmSJon0rqjHBxXZmrotuse.jpg,/H5HjE7Xb9N09rbWn1zBfxgI8uz.jpg,929590-937287-882059-653346-639720-786892-614933-974635-1111873-799583-719221-1152014-1047020-437342-998846-940721-693134-843527-618588-938614
931954,Venus,Drama-Horror-Thriller,es,Lucía a club dancer on the run takes refuge in a sinister building on the outskirts of Madrid where her sister Rocío lives with her daughter Alba.,511.495,Pokeepsie Films,2022-12-02,0.0,0.0,101.0,Released,,5.602,64.0,Ester Expósito-Ángela Cremonte-Inés Fernández-Magüi Mira-Aten Soria-María José Sarrate-Sofía Reyes-Fernando Valdivielso-Federico Aguado-Francisco Boira-Pedro Bachura-Alejandra Meco-Rocío Andrés Riber-Said Taibi-Sonsoles Benedicto-Lourdes Llamas-Nany Reyes-Claudia Apolonia-Pedro Piqueras,sibling relationship-madrid spain-go-go dancer-solar eclipse-apartment building-old building-estranged sister-mother daughter relationship-sister sister relationship-outskirts,/yGpJbft7JQpQHHHasRr4wWdVcuJ.jpg,/sxQuWAUnyZCSJnjXhcGrCP6ASUy.jpg,
